Product,Subtitle,Price,Shipping_Cost,Shipping_Country,Rating,Bids,Bid_Time_Left,Product_Url
Traggedy Ann (Dell Mystery) by Sinclair Browning,by Sinclair Browning | PB | Good,$4.09,+$6.75 ,United States,,,,https://www.ebay.com/itm/193201705580?epid=2485934&_trkparms=ispr%3D1&hash=item2cfbb8126c:g:1rgAAOSwLVdf~7N2&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSd3M8ngECaRA0SmyU4KT%252Fns%252BbzrvD%252F9q90j9w2F%252F8KOBc7QNkq2z1jJnMp%252BDmZBsVbZx1lp10NtLZiCvTAZB2mT6b66EjjpX6d84a0938TN1EENYEhahM0JFQPaAYBm1wSHLSQneFgtEyd9FvKJz3Po6bjtMWJkCL28ygVCaWkWC0EgB4jQXp2JV9vSVJCreM2GG6qsU6sNrro2LGm%252BmWu6tbxqctVmlJ0rwYE0n%252F7LEAxoVMEKSvTTA8ebvcub3ZXHBGN8x3elG%252BOUuSM4xOVwD4%252BnuVr0Rrd8gxsEqVACV5OfPGG3nIJOi2JRkKdVaL7usuI6jk3GhwenosNSg%252BcYfaAWIi8dKhuw4hXoylZS8k8ALVZeGUBLHWkCjM1uO0KiE9VscyMOFz%252BIUPIro%252BDYDIIqRGY6%252Bj1ig%252FlH5Ca%252FWJaG%252Btr0vqtBBTle0mt442ftr4QG41uMoJm1I8zY5zwnOSLcE6z10DDrnhEO6LIuGzP5BlMt4raNVi97To3f%252F%252B5%252BPr%252BZ1rEqN%252BrFy7njEQ8HPweZf8NeosaRQMmB5dT3nC23iFQjf3EYYFSL2iEIr%252B6QX65kZa7AlnL4g1ydNxdd4K0i1dKiI1zufO0NZfzpTNQGjDWNA21wgt1RBIdXB1t1z4VPqTQK5R1aGf%252B0t3PilltemJlOg2YiAykMeygGEOvXb%252Fx7Q28py%252F8e6q6astUA%252BRjQySmndvGg6OK8NEuuFkd3yCSnPfIb2fsREY1XJIIJlngG6%252BrD2C%252FlxxsdCpUYqlAxugk0kb5KNzx7fz1YohRr%252Bn1zRdE%252F0xIqePJDRf8wMt%252B7Svs6S8jCPRtIDP%7Cclp%3A2334524%7Ctkp%3ABFBM0OnC5stf
Carlota by Scott O'Dell,by Scott O'Dell | PB | LikeNew,$4.09,+$6.75 ,United States,,,,https://www.ebay.com/itm/194013530231?epid=846645&_trkparms=ispr%3D1&hash=item2d2c1b8877:g:8VEAAOSwrB5f~e0x&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSd3M8ngECaRA0SmyU4KT%252FngaLShB3v3JwnuWZsyVYzUkFy6wsUQ9ZOI%252FYQT6b%252FZ91nKZ8S6WEqhYymGiqhmKSxa8XdjoEnLNJFYD8V2mswYpeFWsksxn1AtGdtmQZ7BmkiOevx02XP10Kz4y1Cn1AivvJtqWE1SWcXVQXPx8eHoNhlxqxk5rWfmOCgnsUjtsUNl2hSit7o9dRpV%252BlRErGbRS0dgi9Re69o9Pl9d3mo66YYjmxi6fL7GfmAEFEaha9TV228YoifQ0bw%252Bz23A2TsFie%252FHVwCduTIgzwPvNJ6crKZ1NzHVvTc6BPZr0rS%252FoAAHefh62Y1EJRH9flPvej9cVh8WwhCFnpQt5OWxO90jVsR1P2vWsk6%252FLsH1G5ETDVWWYa9PTfstMkehIAITdpjTFEH2eY7tzG5L8o8pW00oJE7XROQC6xyfDTocDc5e7SlgnqxvrtuCtBpPj64YJIPiBNdsS8QY40ec4yKd%252Fgs9%252FX6t1hnLbDVsbpe2060QH92s3tYgL8ggeB0iakn0JH7B9jEjJ00VGnu6FoO4dSeuL2ZSZJdslZ8qHX89h5Sq%252FjZkg5MKDDoyWg1hUVnApKNlVkvTK82%252FiwiG7LfkBS7zncQzdU2H6tidZH8esjWApSHNZgNdMCIOxRzyaUOvw1KZPCEVUTDb4iJpAiUHKtZnxMYGA51VihDDbIsjLXmoMdm1vm%252BzCZKiWcZJhF8T%252Foeg6hCOxZ51%252B8QimbcmxkYJ6Q2UJkIyf3NcCVyLfBvl7dWsX%252FbIkzz6H9XVFKG%252FtEWcA57bLvWdXUmSD%252FACLRQSJd3Wda1hvgXNiBatQ1T%252BUi%7Cclp%3A2334524%7Ctkp%3ABFBM0unC5stf
"Rare Dell Magazine ""Don't Give up the SHIP"" Jerry Lewis NO 1049 1959 HAL Wallis",Pre-Owned,$15.45,+$26.00 ,United States,,,,https://www.ebay.com/itm/165283825033?_trkparms=ispr%3D1&hash=item267baf0589:g:jwUAAOSwys9fuGIn&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSLY2M1Gjmuwt9c03vWNfiRnd8ekaF%252BUg0pTjDvw3JGthC3xvfsM1f1%252BeN8Hk%252FqqS2Ot3xxL5zqXrWqBT39why%252FEUb962e3vH3lrHHm3Nz0cPZFEfDxO4fKg20cMticT5Q7Nk34kTy9TjgVyaWxOyc%252BC5NhVcxC3h8SrPwsdBjWTWcu4wN240oGlh%252Fwg4ajom61yEx2rsSpz7bu7107lnmjW82GVAtLeL8Mx1mpJF3FqnjAg%252FRo4YiBQSKuHfAqWwWU3sQH%252FkTgFZop%252Fj2YKS0EajVH5iJ5TFH71Jc9%252BaZCoeP1Q908QXf4N%252F0dFpmIlNV8HLrwF9IPn%252BDwuJbuUlwECnD0a6l%252BPHmtRvxfGwiaCWH3O7pYZ4gXuVnKnQpRYyl4WUR5fkB%252FDKAvYK2aF9a2jsLllf2U1WjdfuH%252FuiRwsPobnvh2a4JjGO%252FBgf%252FUw5nbZpdRRia%252BFqgtEmi1KDr8YdC%252BFPq6Hhzgxq%252FfWqMtDv4SX%252FRwx8pkF4%252FZRSjxeJBqOwbN38TAg2lxXycwUtpM6AQh0bSmOTBc0qBJU8Im9Gn6voSAivvfU9byvx2S6crXWZCjV3j9%252BSwR5eYmFLbuOZ9g2d8ZbNsx4m8r4%252FWo55swdNpvfDjjc5OWxieDkgeWsKcdcBJ86pbb8VKSFTGdsPI69Wqe%252FaL5AtZreyLB8QYNgJNG6YhMmFyyabcDjhqVtlWKpIDpscnqy2%252F8afQycBQxFPh4AvH9WhvyvHCYvTNLGkPeINRm4jlTFbmSMHNjKWFF80subAZHWV%252BiOUMaSxOEUoWRkW%252FC8eElPpwoHUr6KV%252BqZmxEfjesdP9KAjG%7Cclp%3A2334524%7Ctkp%3ABFBM0unC5stf
"Dell Latitude E6320 13.3"" i5-2520M 2.50GHz 4GB 320GB HDD DVD+RW WIN10 Laptop",Pre-Owned · Dell,$34.95,+$107.10 ,United States,Time left,0 bids,5d 6h left,https://www.ebay.com/itm/393870092856?hash=item5bb47caa38:g:DK8AAOSweOhh4KlA
"Dell Latitude E7440 14"" Laptop Core i5 8GB 256GB SSD Win 10 Pro 1 Yr Wty B v.WAA",Refurbished · Dell · 256 GB,$259.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/203741999908?hash=item2f6ff83324:g:pxYAAOSwz3xhr3IS
"Dell Latitude E5570 15.6"" Laptop Core i5 8GB 256GB SSD Win 10 Pro 1 Yr Wty",Refurbished · Dell · 256 GB,$304.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/203662951375?hash=item2f6b4203cf:g:MEEAAOSwxl5hc0B7
Dell Latitude E7240 Laptop i5 Dual-Core 8GB 256GB SSD Win 10 Pro B v.AA,Refurbished · Dell · 256 GB,$224.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/202802968347?hash=item2f37ffb71b:g:M2oAAOSwUYtdqk81
"Dell Latitude 7490 14"" Touch Laptop Core i5 8GB 256GB SSD Win 10 Pro 1 Yr Wty B",Refurbished · Dell · 256 GB,$489.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/402923237568?hash=item5dd018b0c0:g:dMkAAOSwB9RgyO-7
Jackie Ted Ethel Kennedy The Kennedys' Year of Crisis Magazine Dell 66 Pages,Pre-Owned,$18.00,+$26.50 ,United States,Previous Price,,,https://www.ebay.com/itm/402264093963?_trkparms=ispr%3D1&hash=item5da8cef50b:g:KmoAAOSw0s9c6JEB&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS%252BMKizvpuEDUfX4dvRWfUzWEsQxCtIO%252BboWGcrsz56vUP6D9Iss0bZuvjWvkH%252FcdHKW1uL0w%252B1Za3JQLtq3CnWgq9gsct27eMBFVNB3MegJFMgqLROYbAvKTSrW%252FRJsvbYf%252FYDHMzR93sXKnNCCjOEYiFia3GsaNt%252Bm%252FfDXh4CM5c8eQ5yR18RPD8ctS2SO9qms2irg0%252FupumMBLGs0SGTu5KjAUvYZIcGBsW00Wf4VL1A15ZXgwu3U1dop6qL80g5XmNYjqfRy4Hl%252B8iH2fN%252BcvZzHkOhRODUUu8NHCWpVKxR4z0mpyrMsQcm6%252FydDYmGQay5XMc6PFUCZPFt1kQ6VdVubRQ7PeWfYrT4zwxf%252BUwV66zuHGLv0c4m%252Brw086meV2qq7%252FEEYhi%252BhuyES66k%252BIhTmFlSAlPl7jGa1JiWqbC5RTwsw5G2hUgJaFhwiNiVq%252B734KBuPur259noSNQMHvmEo4B0gCNxxRet3SMK6yN1X2gADQhyeKJUhXbf2hReRbSKEg0fH9T2FQaFt2965Krb6iaGaBCLCTah7ErRTYNjeNoZrWjR3dOqW%252BxVZ%252BjjItKGMhdj83Cj5Egf1W%252FjnIOhj%252F%252FxT6vprjZMOHZbj0ilYxWg1JP6CWOXCzwXKkme2G18J2sZMT52vqb5uW1sKLSKXS9BG5E7WoQRSN0HpebArSNffe4RZwMMHjU03TRBhPXvNatHQd2eEbIZUPNCEzmh3mwvwqmUva4pNESGI64o1G7J7B2T0YCuglIuKCKKgkPAVbFDqJbGeSSWfp0D6QNNg27T%252Fxune42SoSdwjXmrudKt4ShMPl4HakUfAoq%7Cclp%3A2334524%7Ctkp%3ABFBM0unC5stf
Dell Inspiron 1150 14'' Notebook - Parts/Repair AS IS,Parts Only · Dell,$22.45,+$101.10 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/274474125313?_trkparms=ispr%3D1&hash=item3fe7eec801:g:-pAAAOSwsklfR99r&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSlHY%252FYTip4QFVjNQrCEJt6ivI7V3B7JLLiPI1ibaz013tfL5QeyirWbA2SHGBqhLHwr3%252BOHBqGMJTbNMqOleiTLZMY9YgHQtl2Q50cfEBW7pNtSl6ywqXsMYpRBQEfMsG3T5zDR1KKYRCPhP6BboL1ye0xBmfSPhy4qk14%252B020iPxB5Q1Chxzy8RWaJlkpb3isCem5Lorp%252Bmpie%252FsyoLP1o3TwQ1NoHAhxV5vFPhi4wKgGh0Ibk8c4O5GgwBETFsaWZS6qcaO69YLBf6ooqCRJvrCOXeYfeFUEOCK6jLkseO7W7glioaMAaaAI%252B1RnJNsRPk23AxRgg8NzcweR78S4RqK6X7titoUwtLeAXnq2AMRAjGHKRSzV3sTS2TEaPZUe6VF2vxf%252Fg0eZce4ldtVnEGZ76viIViVNqXboV6thOT1xE6pdr8Fcozoljva6N%252FJBZYAMQ2thMtHuw6PSzRrLJMDlqmcKAMg5Kg5cR6ztKJZjVH6VoqIe%252B3PEI6GzaOkQPNczSDG%252BhDTGdHug0AAiDZP7VHTiG8HYqzR0uLOilFepNPondie%252FmB6gEqpFTjgVpuMShhIMBJ4MAampQqqgKj9yX9GbT9KdPOpEg8kmzizEvikwQmmtyrIJ%252Fw9OckQZsyz%252BEeKCMl38jz6CHZsom4%252FXKEEJILlEMCWwVAW0jfr0Veo4s6FALOcMYWIEMKmpy24t%252FOUEiavvwYGNxXyIwpkDTxmnH2qAdqsrI3Uk2uZh2LpGcYPtOyduq0rwzzJveOpA4DR9TjGrfWy4XsXcenuGUJ%252BB8cwnDyXmGdS6d0WpEwrePJJKYkRUXqUXWyK%7Cclp%3A2334524%7Ctkp%3ABFBM0unC5stf
"Dell Latitude E7450 14"" Laptop Core i7 8GB 256GB SSD Win 10 Home 1 Yr Wty B v.AA",Refurbished · Dell · 256 GB,$224.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/194699199147?hash=item2d54fa02ab:g:V6sAAOSwReBh02py
"Dell Latitude 7280 12.5"" Laptop Core i7 8GB 256GB SSD Win 10 Pro 1 Yr Wty",Refurbished · Dell · 256 GB,$314.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/203759585050?hash=item2f7104871a:g:csQAAOSwU3lhwIrL
"Dell Latitude E7450 14"" Touch Laptop Core i7 8GB 256GB SSD Win 10 Home 1 Yr Wty",Refurbished · Dell · 256 GB,$389.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/403384301834?hash=item5deb93f90a:g:ZnAAAOSwQP5hzdH5
"Dell Latitude 6430U 14"" Laptop Core i5 8GB 256GB SSD Win 10 Home 1 Yr Wty B v.WA",Refurbished · Dell · 256 GB,$249.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/403371023730?hash=item5deac95d72:g:yooAAOSwCk1hw4US
"Dell Latitude E5430 14"" Laptop Core i7 8GB 256GB SSD Win 10 Home 1 Yr Wty",Refurbished · Dell · 256 GB,$344.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/194274033723?hash=item2d3ba2803b:g:NrAAAOSwk8VhDWBR
"Dell Latitude E7250 12.5"" Laptop Core i5 8GB 256GB SSD Win 10 Home 1 Yr Wty B",Refurbished · Dell · 256 GB,$264.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/194204908014?hash=item2d3783b9ee:g:Ly8AAOSwZyRgymUH
"Dell Latitude E5470 14"" Touch Laptop Core i5 8GB 256GB SSD Win 10 Pro 1 Yr Wty B",Refurbished · Dell · 256 GB,$274.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/403039179019?hash=item5dd701d10b:g:RjAAAOSwKgBhCH-5
Dell Inspiron N5110 Core i3 Laptop Boots to BIOS NO HDD/RAM/Charger JR,Parts Only · Dell,$80.00,+$257.49 ,United States,,,,https://www.ebay.com/itm/324996318273?hash=item4bab4a4441:g:iREAAOSwDsVh4bC9
"Dell - Inspiron 17.3"" 7000 2-in-1 Touch-Screen Laptop - Intel Core i7 - 16GB Mem",Refurbished · Dell,$889.99,+$305.42 ,United States,5.0,,,https://www.ebay.com/itm/373806635709?epid=12035683759&hash=item57089c9abd:g:RJAAAOSw3DNhoXJu
"Dell Latitude 7390 13.3"" Touch Laptop Core i5 8GB 256GB SSD Win 10 Pro 1 Yr Wty",Refurbished · Dell · 256 GB,$464.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/194223992153?hash=item2d38a6ed59:g:9roAAOSw9NRg3gzC
"Dell Latitude 5590 15.6"" Laptop Core i5 8GB 256GB SSD Win 10 Pro 1 Yr Wty B WCA",Refurbished · Dell · 256 GB,$449.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/203554522931?hash=item2f64cb8733:g:XdwAAOSwUG1hEWwz
"Dell Latitude 5590 15.6"" Laptop Core i7 8GB 256GB SSD Win 10 Pro 1 Yr Wty B vWCA",Refurbished · Dell · 256 GB,$599.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/403080046373?hash=item5dd9716725:g:qKMAAOSwWilhXyiS
"Dell Latitude E5470 14"" Touch Laptop Core i5 8GB 256GB SSD Win 10 Home 1 Yr Wty",Refurbished · Dell · 256 GB,$264.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/194268041456?hash=item2d3b4710f0:g:HqIAAOSwmsxhCH-9
"Dell Latitude 7480 14"" FHD Touch Laptop i5 2.30GHz 16GB 256GB SSD Win 10 B v.WCA",Refurbished · Dell,$574.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/402745178675?hash=item5dc57bba33:g:9wQAAOSwMDJgS7b4
"Dell Latitude D830 Laptop with Windows 10 Pro, 4GB RAM, 120GB, BROKEN TRACKPAD",Parts Only · Dell · 120 GB,$69.00,+$155.00 ,United States,4.0,,,https://www.ebay.com/itm/393872495648?epid=219530889&hash=item5bb4a15420:g:0FAAAOSwCRRh4bbk
USA4 #3092 ADDR PCS ARTCRAFT FDC STR2 Riverboat Sylvan Dell,,$2.25,+$1.75 ,United States,,,,https://www.ebay.com/itm/353372595198?_trkparms=ispr%3D1&hash=item5246a5e3fe:g:pqoAAOSwufNgFxzN&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSd0ReTLyM7cxPnI6zs468ED7pkTSw8OvzmfqH%252FZ97%252BBU0icRDMNeJVKBx%252F9y8ITDdqo7xBBkrULuoGLuvOYqblgGNHwLZcJwkXxZSIYXNdWUqmNaYPjGTUtRk6rkovD%252FAhDW%252F4CyD06HQX70XQnAV511PucuQDyLxpdw6KBR62T1sX9xQfvGTqope0YpSkJ97Wkurzp3KD5WJ3yW5QbBh0ZrKHnGaZdYlMbGRTqVBoBeAJy0Y30CAF2Gg3is%252Bt5Uexc4s1ph95vSHcaYp7GTatNj%252FQt8%252FlMc5gzgg%252BWhZWNIXMRHfxff2aXBI2q0cZ3FFDPCOwau5MZuPFlyWlzsSJix9SaVfuF%252F%252Fgg2TUiCDt963dFuBUJNUns1sRdwp2yWENgnQVUMT2fYlYVfp3RNyNoxK7n61LOmoh2HnM%252F2zlBU6rhUeDgsx%252F6r604Q%252F6ydbuRLuDKc5r5CoaVWSdMdw41fYfGr0g0h5bHMsK73sIQ628F5RnlYSYDPDxczRCiY5IS5F5dr6hR%252BfkO%252FhnCK7%252FdlBUParjig7udSx6B71ijySotCS8bfkjN4QUVzwR4pvIjEIjSaaOufT6kpTWy%252FbqMQKpwGAMUEzdffjt5aeLMF0d6i%252B8QcvJe3QDU%252FO%252F9Hv%252BozSyV1kljgnTegUkN4l1zT8qqaRck2Nnbax5CqmGK5pCwnlXVgUHYinsGbTYIxw373vfw9EF4R%252FNQXPsodL7k4oGBpM0NhGKXo%252B%252FVg96M0Dend3hnFBwstmh0%252B7CIsYDg%252FiNjQ9juWXj1Nu8yFLOj8zf0PwzW3oc2%252BVaB7e06Lv4o2j6JP%252BMdUkTRiSUObZ%7Cclp%3A2334524%7Ctkp%3ABFBM0unC5stf
"Dell'Origine, Progressi e Stato Attuale di Ogn Letteratura Di Giovanni Andres.",,$75.00,+$40.00 ,United States,,,,https://www.ebay.com/itm/320990861378?_trkparms=ispr%3D1&hash=item4abc8bd842:g:9vkAAMXQxVZRCC2L&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSvhAqMt0wg86xg8aAkgjQJKdXx%252BacYT5Gq1nELHjYn3anqaRW1tdxt2K9kn8qERGdeLBsAutOVfGtToagpULa6riKqJCscNI4UG%252Fm8wXOULfOCBFIJ7nJW0eVQDHGvtX%252BBiVJJuF5aj%252B1LR%252BHzycNHcPmq4%252FrGcZkhJs3GtacpxrkxzyTKe%252Bwmdz3TzlCHPfHeunWafkcKEMajzZk4AW8gRGR%252Fwo24d6CnxTA%252FXyPpbOH6Eav7vK5KOZfWD5YVWcinva3GIgU%252BPJ5JPJsNF3kd3GEZvTJxGSQ3WbAmvr93kzzaxMq8IMSbX05wmELhTcT1Wb4w3RddGMbGcImaQmtGFvO4S5ZPiMBDEGDjSY8b4m%252F2EnfWQve%252FvhZiE1Zqp6cQoeIlitwg30fk235rJfmch3%252FtRp7gLkGuFvkNE1e4oHULP%252BdfSonzYmOTHwbsU%252BXecjLTTV8sMGK9txv3qUVQYqWgLdK8Edyf4L%252BtRuq5xfea1Lw86MuZcdPCWLK%252FiAHancz14cA2x82IEcxJ55Dy%252FL6MQoTAhGoAzRr2ccG6iXIyodXB37OInQx8%252Bv6c0p34jIG41OkQNy7FNNCJyynT%252BjYDvI0emwJ%252BACwCcDslbtmVP8SYVCdrv7gT2dSwPggi9wrGx%252B4KOuBjIp8pI4mJByU8r8sUmGfzIzs4Y5%252B%252BBSm91rjkA9a1mQbUq2jjTMth6tuvCEyg7CplOE%252BgQJwGqWM9Wh652gosnWTxOdo7eLWXqCSHo50rLzBu7Y6y%252Bo0qPyznno0xXLXsvn5aEg4JTxCMJShDXwrX30fbbSlE%252FquWD5ReP%252B7CHRNHOerhSpW%7Cclp%3A2334524%7Ctkp%3ABFBM0unC5stf
USA3 #3092 MNH Riverboat Sylvan Dell,,$1.00,+$1.75 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/193873225586?_trkparms=ispr%3D1&hash=item2d23bea772:g:sTkAAOSw-CFgF0Ix&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSd3M8ngECaRA0SmyU4KT%252Fnnot1nBGeqZW8whMAw5DjWvox3lH2rTXVi2S05RT1JTuBwJmXoZJlkZunOueZ1erg2bfFhUFvZ14vLHjHthrTszG5Ykqz9OZeCFsOvCEpoy6QmOrIkB8zhAIWJDLgPc91WVXBqErjQ51PQt64e3S3gG5KIAl2fFh90U6ob4HosfeIGTl96ZiUrwxUb%252B8loqGWi1KNFrV4%252FHbwNf4fCLQ2pSyp%252FvrdH71XSfuvueYWtth7fXISVujXNkMGA4su3h44vpPZnRRF8VvxwTWrIYNb5hTiUTE2UPpcP4FNr%252FBcPRf0qNPRunqeEeC9foGB8NLeirj4N9fE8VnzfPsW%252FQho6FduF1R0EBmlBoet%252FkeV4UVIQi5AlAvK5TLCajwjvTnvOj5YI0jPB1dKoNbkTqpNxMddEpfFK8QuSZ009sn1Z0xyblfLoIsNx9zlQijjqiNssv8%252FAC%252FxuwIzpx7zo9bpJIH%252FA4uSFjLk%252BDcJT6mlZ3uyTUFHfV3eULVZMLHFJQgiC348DqLam9KmRHmwHiqZ1jj0NNtZYsROvFHycPTa%252B7cIOnFxiJmLe7qBSGIeEx9z5xoN%252FFvw1nHGnE2lqSvOoHAyp4O8iQ%252BSjjhyXiLSiX6MUmTpZ6TlspiU%252Fz6QrKtEEfjdX8PrFdXSK3hkVpwga%252BNrJPzwci1u3GUauYgYCkKxDu08bIBfmCdK2X1y493r2CMfLFO%252FoYfQBXKKqic%252BAYQ%252FT%252B8oq95zOye84CzK69XP65ZxK4yV4zkCd%252BXQLJT3qqOTbBODBi67kE700WcDMVCOwYStrrl6EQT%252BHu8Q%252BR6%7Cclp%3A2334524%7Ctkp%3ABFBM2p3D5stf
Linea Louis Dell'Olio Placement Print Peasant Top Magenta M NEW A343028,Brand New · Linea by Louis Dell'Olio,$26.98,+$21.00 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/384201615228?_trkparms=ispr%3D1&hash=item597433677c:g:PWgAAOSwaQZhylR0&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSQuF9OYLb3wphIAOfpJK8RmjsUtV99M9pJzgrcMkmFKUCYJJun00NnROmo5Necu0wCI7OccJab1kv85KQQ%252F0ZZJLc%252BI4scqatA9Hl%252BL06Xt7c3nfsaAuTlDShK0o2U1DVBY8hfm0xDxBF5CsrlyxFQEwnrou3MNHieuhmeBaC706kknhXaPOx1x6X4uzhNIPvMTEr00oYbBXI2D9EMO0rSIBtA88d3zdwd%252FD5VrwgHQiC94tEbU2NNJPAjgXNcSc1%252BPrNQiBuRtOn93u7o%252FmdheUS3nW%252FDg4UJNRSoEOd72isgo0z0Tm7%252FXIvQ7t%252Bip62KsNWQW7PWTuQdOlGxNtR7aPRTt0DsQhL7q7VSqpLG%252BK4vmM8zge9CaA%252FGFrp8%252FOq6W0SyuIlp5lbU7BeeXemdRggPigpAjjMdWqZ7ujbaXWaCNdXjvGKgfpMedMulssPV%252BDqOwtRtDIRk5eEDJN4ZBEaaljGo4tfNeCmuIZjuedKD0znxfRTYThcnxysefpz3yC19mTM4vXZkyLmudLDvXOhY8CBtxLkvFxKhnLWMbgCDVCyTHfxUKu7ref9z8Q7KE5AiyYBCmBRhIJpGqUyUvsfm3I%252FSKj9nI9XgI56oNDYK6Qa%252FLTr3wcVtF%252BzF034XEKIhCukuiWU5YvcEFbNX%252F7jbs9yOgSd7XWPHhNKmxy4LyPpCuKox8Y59U%252BTSUvxD2%252BcSIvS1qMmCnxAAnF9SIJ3ALOj0wzCD%252FMJOhL23%252F6yMna0bLJB5gsfdclaN8iB4LUy7%252BrL4s4b9s9XSpEf9R%252Bjnij28%252F14aBfKlZIsXQuRQEFJGbfoUroMgGiGhS1a%7Cclp%3A2334524%7Ctkp%3ABFBM2p3D5stf
"First He Died by Clifford D. Simak (Dell, 1951)",,$22.00,+$29.50 ,United States,,,,https://www.ebay.com/itm/133280832332?_trkparms=ispr%3D1&hash=item1f08281b4c:g:gVIAAOSwC21dh5PD&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSHYXPhGXR5uguexJBeHwfgZAmx3KiQomywG9gjG5CzUYqEjFFvzCojbQK5ZVz5E7V7B%252FiAsql%252FQ3Pnjyq7Jhz3vF7NWM%252FcvfmsnGmUFAEwK5kZwcXGPbtrTLnt46zJauDyc7zQBLpIYcgc1t7IBy558uVByciMjzF1neSnSryHk%252BOomEyivRYy6hLoftSr%252Bv0QOgAVTH1SOL70XpW%252FBEDnhksylhFsL7lwPAIn8iOffa1PVY2OvSlYhoRT8yHd6bQVm8oihFsVpvNv0q7yrDDs1vi8xE8uOi3fQXH7PeM5gQfWoVNQzxHqkDlkvG2Cbfh5K76rMl8Ebi793w%252F%252F5AkD4lBVGBle9D%252FaHsY8Pmtuwi6Ubv6VpuJqIqNMnyAhYNpZz4EADU9VlnH7je%252FUsL2ajW8mif5MZLiIAAxf9kd6XzTW5LR0%252BcAs0VeOOfWGA4F5jW4mneaRti6h4NvghBiO0Ld7CRwpy1SMw23D87Ymdk1bVa4ZE9T2FdBDBlDEW2dtZhjCGwbhAHChZa6mvHaQkLVDAAV4jbUgF0D8FOVS3Ew4DoNrwjtgRqodbWGvbo2MAwIXo86Yr3XCwwI5id%252FIEBG7AOjy0Gvr2%252FdJn7vJrN%252BLv0ef8dqmix810KbCubkZpE3plZ4mXx%252BnL3DmQUi0DXQPy9cBtn%252FKA8mvLIA3xQB2bT%252B5fQxvjs%252Faiw0JyRFP%252Fb7LCiBywsvtOMBo3s81K0ewNPUYSz5%252BW9HlsWDEyGzPf%252Fbm3i7QpKyitxC6yMqer9j8xU91m3IHR8em3jjMFiduDuhYDK1uxI2x6YDl8W5ssx5pwsFHk3rI57fGQUW%7Cclp%3A2334524%7Ctkp%3ABFBM2p3D5stf
"Dell Latitude D830 Laptop with Windows 10 Pro, 4GB RAM, 120GB, BROKEN TRACKPAD",Parts Only · Dell · 120 GB,$69.00,+$155.00 ,United States,4.0,,,https://www.ebay.com/itm/393872495648?epid=219530889&hash=item5bb4a15420:g:0FAAAOSwCRRh4bbk
Dell Latitude 7204 Rugged Laptop w/ i5-4300u CPU / 8GB RAM / 256GB / Windows 10,Refurbished · Dell · 256 GB,"$1,149.81",+$90.00 ,United States,,,,https://www.ebay.com/itm/303951883326?hash=item46c4f1ac3e:g:0FkAAOSwTMBgb3g7
Dell Inspiron 3520 I3-2370M 2.40GHz 4GB 500GB HDD AS IS!,Parts Only · Dell · 500 GB,$99.99,+$71.85 ,United States,,,,https://www.ebay.com/itm/234117278483?hash=item36827a2b13:g:WsAAAOSwRpBhCFAW
